,Recency,Frequency,Monetary,Time,Diversity,R_score,F_score,M_score,T_score,D_score,RFMTD_Score,Cluster,KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster,R_Cluster,F_Cluster,M_Cluster,T_Cluster,D_Cluster,OverallScore,Segment
1976,71,1,199.8,0,5,3,1,1,"(-0.001, 29.0]",1,"311(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
1977,16,5,1771.78,218,85,4,4,4,"(167.0, 277.0]",4,"444(167.0, 277.0]4",3,1,3,0,3,0,0,2,1,6,Mid-Value
1978,101,5,1406.59,264,51,2,4,4,"(167.0, 277.0]",4,"244(167.0, 277.0]4",3,1,1,0,2,0,0,2,0,4,Low-Value
1979,35,1,324.57,0,22,3,1,2,"(-0.001, 29.0]",2,"312(-0.001, 29.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
1980,53,1,240.68,0,14,3,1,1,"(-0.001, 29.0]",2,"311(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
1981,27,2,761.74,177,50,4,3,3,"(167.0, 277.0]",4,"433(167.0, 277.0]4",3,1,3,0,3,0,0,2,0,5,Low-Value
1982,11,14,6776.56,361,230,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,1,0,3,2,9,High-Value
1983,8,9,1297.8700000000001,359,30,5,5,4,"(277.0, 373.0]",3,"554(277.0, 373.0]3",1,3,1,0,3,1,0,3,0,7,Mid-Value
1984,79,1,48.480000000000004,0,2,2,1,1,"(-0.001, 29.0]",1,"211(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
1985,52,1,216.39,0,17,3,1,1,"(-0.001, 29.0]",2,"311(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
1986,36,5,1198.23,337,61,3,4,4,"(277.0, 373.0]",4,"344(277.0, 373.0]4",1,3,1,0,3,0,0,3,0,6,Mid-Value
1987,61,9,2920.16,263,48,3,5,5,"(167.0, 277.0]",4,"355(167.0, 277.0]4",1,3,1,0,2,1,0,2,0,5,Low-Value
1988,337,1,104.76,0,13,1,1,1,"(-0.001, 29.0]",2,"111(-0.001, 29.0]2",2,0,0,0,0,0,0,0,0,0,Low-Value
1989,28,4,1093.68,92,59,4,4,4,"(29.0, 167.0]",4,"444(29.0, 167.0]4",0,2,2,0,3,0,0,1,0,4,Low-Value
1990,184,1,298.48,0,16,1,1,2,"(-0.001, 29.0]",2,"112(-0.001, 29.0]2",2,0,0,0,1,0,0,0,0,1,Low-Value
1991,52,1,112.46000000000001,0,6,3,1,1,"(-0.001, 29.0]",1,"311(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
1992,10,13,1591.45,325,23,5,5,4,"(277.0, 373.0]",2,"554(277.0, 373.0]2",1,3,1,0,3,1,0,3,0,7,Mid-Value
1993,36,2,195.15,25,4,3,3,1,"(-0.001, 29.0]",1,"331(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
1994,10,23,10399.74,348,184,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,2,1,3,1,10,High-Value
1995,33,4,776.851,103,39,4,4,3,"(29.0, 167.0]",3,"443(29.0, 167.0]3",0,2,2,0,3,0,0,1,0,4,Low-Value
1996,11,1,336.40000000000003,0,3,5,1,2,"(-0.001, 29.0]",1,"512(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
1997,57,3,1553.18,301,92,3,3,4,"(277.0, 373.0]",4,"334(277.0, 373.0]4",1,3,1,0,2,0,0,3,1,6,Mid-Value
1998,4,4,1293.03,17,11,5,4,4,"(-0.001, 29.0]",1,"544(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
1999,43,9,3709.56,239,169,3,5,5,"(167.0, 277.0]",5,"355(167.0, 277.0]5",3,1,1,0,3,1,0,2,1,7,Mid-Value
2000,141,1,301.03,0,19,2,1,2,"(-0.001, 29.0]",2,"212(-0.001, 29.0]2",0,2,2,0,1,0,0,0,0,1,Low-Value
2001,117,4,588.13,139,26,2,4,3,"(29.0, 167.0]",2,"243(29.0, 167.0]2",3,1,3,0,2,0,0,1,0,3,Low-Value
2002,104,4,1534.26,131,44,2,4,4,"(29.0, 167.0]",3,"244(29.0, 167.0]3",3,1,3,0,2,0,0,1,0,3,Low-Value
2003,75,2,675.8,254,49,2,3,3,"(167.0, 277.0]",4,"233(167.0, 277.0]4",3,1,1,0,2,0,0,2,0,4,Low-Value
2004,5,9,2870.2400000000002,362,85,5,5,5,"(277.0, 373.0]",4,"555(277.0, 373.0]4",1,3,1,0,3,1,0,3,1,8,High-Value
2005,45,2,1186.35,159,57,3,3,4,"(29.0, 167.0]",4,"334(29.0, 167.0]4",3,1,3,0,3,0,0,1,0,4,Low-Value
2006,16,8,3285.31,259,107,4,5,5,"(167.0, 277.0]",5,"455(167.0, 277.0]5",1,3,1,0,3,1,0,2,1,7,Mid-Value
2007,17,1,243.55,0,15,4,1,2,"(-0.001, 29.0]",2,"412(-0.001, 29.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
2008,90,2,724.76,192,20,2,3,3,"(167.0, 277.0]",2,"233(167.0, 277.0]2",3,1,3,0,2,0,0,2,0,4,Low-Value
2009,53,1,223.36,0,15,3,1,1,"(-0.001, 29.0]",2,"311(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
2010,134,1,425.32,0,25,2,1,2,"(-0.001, 29.0]",2,"212(-0.001, 29.0]2",0,2,2,0,1,0,0,0,0,1,Low-Value
2011,4,15,12515.66,367,240,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,1,1,3,2,10,High-Value
2012,105,4,1887.2,253,102,2,4,4,"(167.0, 277.0]",5,"244(167.0, 277.0]5",3,1,1,0,2,0,0,2,1,5,Low-Value
2013,192,3,664.0,90,31,1,3,3,"(29.0, 167.0]",3,"133(29.0, 167.0]3",2,0,0,0,1,0,0,1,0,2,Low-Value
2014,166,4,813.0,94,166,2,4,3,"(29.0, 167.0]",5,"243(29.0, 167.0]5",2,0,0,0,1,0,0,1,1,3,Low-Value
2015,19,1,612.01,0,50,4,1,3,"(-0.001, 29.0]",4,"413(-0.001, 29.0]4",0,2,2,0,3,0,0,0,0,3,Low-Value
2016,158,3,447.64000000000004,214,35,2,3,2,"(167.0, 277.0]",3,"232(167.0, 277.0]3",3,1,3,0,1,0,0,2,0,3,Low-Value
2017,204,2,657.35,62,23,1,3,3,"(29.0, 167.0]",2,"133(29.0, 167.0]2",2,0,0,0,1,0,0,0,0,1,Low-Value
2018,336,2,816.0,31,1,1,3,3,"(29.0, 167.0]",1,"133(29.0, 167.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
2019,37,3,646.3,223,27,3,3,3,"(167.0, 277.0]",3,"333(167.0, 277.0]3",3,1,1,0,3,0,0,2,0,5,Low-Value
2020,91,1,337.74,0,21,2,1,2,"(-0.001, 29.0]",2,"212(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
2021,93,2,877.4399999999999,23,4,2,3,3,"(-0.001, 29.0]",1,"233(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
2022,9,2,922.53,16,15,5,3,4,"(-0.001, 29.0]",2,"534(-0.001, 29.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
2023,243,1,560.67,0,34,1,1,3,"(-0.001, 29.0]",3,"113(-0.001, 29.0]3",2,0,0,0,1,0,0,0,0,1,Low-Value
2024,45,4,748.5,238,46,3,4,3,"(167.0, 277.0]",3,"343(167.0, 277.0]3",3,1,1,0,3,0,0,2,0,5,Low-Value
2025,23,1,30.0,0,1,4,1,1,"(-0.001, 29.0]",1,"411(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
2026,190,5,1024.1000000000001,182,40,1,4,4,"(167.0, 277.0]",3,"144(167.0, 277.0]3",3,1,3,0,1,0,0,2,0,3,Low-Value
2027,44,1,306.45,0,11,3,1,2,"(-0.001, 29.0]",1,"312(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
2028,25,9,1600.86,340,55,4,5,4,"(277.0, 373.0]",4,"454(277.0, 373.0]4",1,3,1,0,3,1,0,3,0,7,Mid-Value
2029,317,2,309.8,21,4,1,3,2,"(-0.001, 29.0]",1,"132(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
2030,106,1,138.14,0,9,2,1,1,"(-0.001, 29.0]",1,"211(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
2031,51,1,386.43,0,17,3,1,2,"(-0.001, 29.0]",2,"312(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
2032,168,2,2242.01,74,92,2,3,5,"(29.0, 167.0]",4,"235(29.0, 167.0]4",2,0,0,0,1,0,0,1,1,3,Low-Value
2033,40,1,301.32,0,13,3,1,2,"(-0.001, 29.0]",2,"312(-0.001, 29.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
2034,218,1,76.32000000000001,0,1,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,1,0,0,0,0,1,Low-Value
2035,40,4,684.34,223,31,3,4,3,"(167.0, 277.0]",3,"343(167.0, 277.0]3",3,1,1,0,3,0,0,2,0,5,Low-Value
2036,297,1,173.05,0,12,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
2037,19,7,2657.13,252,52,4,5,5,"(167.0, 277.0]",4,"455(167.0, 277.0]4",1,3,1,0,3,1,0,2,0,6,Mid-Value
2038,88,4,2881.02,238,107,2,4,5,"(167.0, 277.0]",5,"245(167.0, 277.0]5",3,1,1,0,2,0,0,2,1,5,Low-Value
2039,73,5,2446.6,181,88,2,4,5,"(167.0, 277.0]",4,"245(167.0, 277.0]4",3,1,3,0,2,0,0,2,1,5,Low-Value
2040,81,3,323.69,198,20,2,3,2,"(167.0, 277.0]",2,"232(167.0, 277.0]2",3,1,3,0,2,0,0,2,0,4,Low-Value
2041,19,3,3435.76,265,191,4,3,5,"(167.0, 277.0]",5,"435(167.0, 277.0]5",1,3,1,0,3,0,0,2,1,6,Mid-Value
2042,49,1,657.23,0,33,3,1,3,"(-0.001, 29.0]",3,"313(-0.001, 29.0]3",0,2,2,0,2,0,0,0,0,2,Low-Value
2043,53,1,352.7,0,12,3,1,2,"(-0.001, 29.0]",1,"312(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
2044,24,4,781.28,158,98,4,4,3,"(29.0, 167.0]",5,"443(29.0, 167.0]5",3,1,3,0,3,0,0,1,1,5,Low-Value
2045,9,3,1333.68,356,61,5,3,4,"(277.0, 373.0]",4,"534(277.0, 373.0]4",1,3,1,0,3,0,0,3,0,6,Mid-Value
2046,25,5,1426.16,255,32,4,4,4,"(167.0, 277.0]",3,"444(167.0, 277.0]3",1,3,1,0,3,0,0,2,0,5,Low-Value
2047,117,1,193.75,0,10,2,1,1,"(-0.001, 29.0]",1,"211(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
2048,9,9,2993.1,321,119,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
2049,120,2,254.1,241,8,2,3,2,"(167.0, 277.0]",1,"232(167.0, 277.0]1",3,1,3,0,2,0,0,2,0,4,Low-Value
2050,4,2,239.76,96,19,5,3,1,"(29.0, 167.0]",2,"531(29.0, 167.0]2",0,2,2,0,3,0,0,1,0,4,Low-Value
2051,252,1,136.8,0,2,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
2052,28,1,191.04,0,12,4,1,1,"(-0.001, 29.0]",1,"411(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
2053,1,14,6479.4,372,42,5,5,5,"(277.0, 373.0]",3,"555(277.0, 373.0]3",1,3,1,0,3,1,0,3,0,7,Mid-Value
2054,267,2,409.98,0,22,1,3,2,"(-0.001, 29.0]",2,"132(-0.001, 29.0]2",2,0,0,0,0,0,0,0,0,0,Low-Value
2055,33,8,2736.46,293,140,4,5,5,"(277.0, 373.0]",5,"455(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
2056,18,1,309.65,0,18,4,1,2,"(-0.001, 29.0]",2,"412(-0.001, 29.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
2057,172,2,696.68,1,85,2,3,3,"(-0.001, 29.0]",4,"233(-0.001, 29.0]4",2,0,0,0,1,0,0,0,1,2,Low-Value
2058,2,4,1542.14,108,193,5,4,4,"(29.0, 167.0]",5,"544(29.0, 167.0]5",3,1,2,0,3,0,0,1,1,5,Low-Value
2059,265,1,211.5,0,5,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
2060,140,4,2293.62,75,79,2,4,5,"(29.0, 167.0]",4,"245(29.0, 167.0]4",0,2,0,0,1,0,0,1,1,3,Low-Value
2061,201,1,143.1,0,6,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,1,0,0,0,0,1,Low-Value
2062,64,4,1060.56,52,50,3,4,4,"(29.0, 167.0]",4,"344(29.0, 167.0]4",0,2,2,0,2,0,0,0,0,2,Low-Value
2063,35,4,945.58,51,126,3,4,4,"(29.0, 167.0]",5,"344(29.0, 167.0]5",0,2,2,0,3,0,0,0,1,4,Low-Value
2064,41,7,3364.2400000000002,328,124,3,5,5,"(277.0, 373.0]",5,"355(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
2065,284,1,133.25,0,6,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
2066,9,5,1072.3600000000001,278,41,5,4,4,"(277.0, 373.0]",3,"544(277.0, 373.0]3",1,3,1,0,3,0,0,2,0,5,Low-Value
2067,143,2,356.7,222,18,2,3,2,"(167.0, 277.0]",2,"232(167.0, 277.0]2",3,1,3,0,1,0,0,2,0,3,Low-Value
2068,12,2,330.88,66,34,5,3,2,"(29.0, 167.0]",3,"532(29.0, 167.0]3",0,2,2,0,3,0,0,1,0,4,Low-Value
2069,146,4,1118.81,223,101,2,4,4,"(167.0, 277.0]",5,"244(167.0, 277.0]5",3,1,3,0,1,0,0,2,1,4,Low-Value
2070,234,1,150.3,0,7,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,1,0,0,0,0,1,Low-Value
2071,33,13,5045.61,304,299,4,5,5,"(277.0, 373.0]",5,"455(277.0, 373.0]5",1,3,1,0,3,1,0,3,2,9,High-Value
2072,24,1,598.73,0,128,4,1,3,"(-0.001, 29.0]",5,"413(-0.001, 29.0]5",0,2,2,0,3,0,0,0,1,4,Low-Value
2073,12,1,507.08,0,80,5,1,3,"(-0.001, 29.0]",4,"513(-0.001, 29.0]4",0,2,2,0,3,0,0,0,1,4,Low-Value
2074,36,5,2222.56,254,45,3,4,5,"(167.0, 277.0]",3,"345(167.0, 277.0]3",1,3,1,0,3,0,0,2,0,5,Low-Value
2075,365,1,203.1,0,37,1,1,1,"(-0.001, 29.0]",3,"111(-0.001, 29.0]3",2,0,0,0,0,0,0,0,0,0,Low-Value
2076,201,2,218.25,83,11,1,3,1,"(29.0, 167.0]",1,"131(29.0, 167.0]1",2,0,0,0,1,0,0,1,0,2,Low-Value
2077,15,1,415.25,0,32,4,1,2,"(-0.001, 29.0]",3,"412(-0.001, 29.0]3",0,2,2,0,3,0,0,0,0,3,Low-Value
2078,17,7,5178.96,342,213,4,5,5,"(277.0, 373.0]",5,"455(277.0, 373.0]5",1,3,1,0,3,1,0,3,2,9,High-Value
2079,213,1,85.0,0,5,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,1,0,0,0,0,1,Low-Value
2080,66,3,1120.88,140,68,3,3,4,"(29.0, 167.0]",4,"334(29.0, 167.0]4",3,1,3,0,2,0,0,1,0,3,Low-Value
2081,212,2,294.12,159,13,1,3,2,"(29.0, 167.0]",2,"132(29.0, 167.0]2",3,0,0,0,1,0,0,1,0,2,Low-Value
2082,283,1,162.3,0,10,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
2083,115,2,1339.45,85,25,2,3,4,"(29.0, 167.0]",2,"234(29.0, 167.0]2",0,2,0,0,2,0,0,1,0,3,Low-Value
2084,15,8,1205.1200000000001,228,60,4,5,4,"(167.0, 277.0]",4,"454(167.0, 277.0]4",3,1,1,0,3,1,0,2,0,6,Mid-Value
2085,19,16,4812.42,353,46,4,5,5,"(277.0, 373.0]",3,"455(277.0, 373.0]3",1,3,1,0,3,1,0,3,0,7,Mid-Value
2086,66,1,449.12,0,8,3,1,2,"(-0.001, 29.0]",1,"312(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
2087,49,1,154.88,0,9,3,1,1,"(-0.001, 29.0]",1,"311(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
2088,16,4,784.46,168,59,4,4,3,"(167.0, 277.0]",4,"443(167.0, 277.0]4",3,1,3,0,3,0,0,1,0,4,Low-Value
2089,78,1,34.8,0,3,2,1,1,"(-0.001, 29.0]",1,"211(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
2090,19,4,1094.59,217,57,4,4,4,"(167.0, 277.0]",4,"444(167.0, 277.0]4",3,1,3,0,3,0,0,2,0,5,Low-Value
2091,134,1,196.88,0,28,2,1,1,"(-0.001, 29.0]",3,"211(-0.001, 29.0]3",0,2,2,0,1,0,0,0,0,1,Low-Value
2092,13,3,974.04,160,52,5,3,4,"(29.0, 167.0]",4,"534(29.0, 167.0]4",3,1,3,0,3,0,0,1,0,4,Low-Value
2093,40,1,149.31,0,19,3,1,1,"(-0.001, 29.0]",2,"311(-0.001, 29.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
2094,235,3,44534.3,97,5,1,3,5,"(29.0, 167.0]",1,"135(29.0, 167.0]1",2,0,0,0,1,0,2,1,0,4,Low-Value
2095,3,8,2465.48,364,214,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,1,0,3,2,9,High-Value
2096,40,7,2637.38,333,236,3,5,5,"(277.0, 373.0]",5,"355(277.0, 373.0]5",1,3,1,0,3,1,0,3,2,9,High-Value
2097,305,1,79.2,0,1,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
2098,51,3,458.57,195,24,3,3,2,"(167.0, 277.0]",2,"332(167.0, 277.0]2",3,1,3,0,2,0,0,2,0,4,Low-Value
2099,10,6,2364.25,284,127,5,5,5,"(277.0, 373.0]",5,"555(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
2100,61,4,532.96,187,160,3,4,3,"(167.0, 277.0]",5,"343(167.0, 277.0]5",3,1,3,0,2,0,0,2,1,5,Low-Value
2101,66,2,714.42,152,43,3,3,3,"(29.0, 167.0]",3,"333(29.0, 167.0]3",3,1,3,0,2,0,0,1,0,3,Low-Value
2102,25,1,205.25,0,9,4,1,1,"(-0.001, 29.0]",1,"411(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
2103,218,3,253.04,139,5,1,3,2,"(29.0, 167.0]",1,"132(29.0, 167.0]1",2,0,0,0,1,0,0,1,0,2,Low-Value
2104,65,2,583.75,12,37,3,3,3,"(-0.001, 29.0]",3,"333(-0.001, 29.0]3",0,2,2,0,2,0,0,0,0,2,Low-Value
2105,32,2,1086.92,45,58,4,3,4,"(29.0, 167.0]",4,"434(29.0, 167.0]4",0,2,2,0,3,0,0,0,0,3,Low-Value
2106,88,6,3279.97,188,150,2,5,5,"(167.0, 277.0]",5,"255(167.0, 277.0]5",3,1,3,0,2,1,0,2,1,6,Mid-Value
2107,64,1,315.06,0,11,3,1,2,"(-0.001, 29.0]",1,"312(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
2108,116,3,621.8299999999999,110,23,2,3,3,"(29.0, 167.0]",2,"233(29.0, 167.0]2",3,1,3,0,2,0,0,1,0,3,Low-Value
2109,7,26,56252.72,363,26,5,5,5,"(277.0, 373.0]",3,"555(277.0, 373.0]3",1,3,1,0,3,2,2,3,0,10,High-Value
2110,6,1,635.6800000000001,0,10,5,1,3,"(-0.001, 29.0]",1,"513(-0.001, 29.0]1",0,2,2,0,3,0,0,0,0,3,Low-Value
2111,69,1,270.8,0,25,3,1,2,"(-0.001, 29.0]",2,"312(-0.001, 29.0]2",0,2,2,0,2,0,0,0,0,2,Low-Value
2112,245,1,104.9,0,7,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,1,0,0,0,0,1,Low-Value
2113,133,1,241.62,0,18,2,1,1,"(-0.001, 29.0]",2,"211(-0.001, 29.0]2",0,2,2,0,1,0,0,0,0,1,Low-Value
2114,241,4,1047.11,120,18,1,4,4,"(29.0, 167.0]",2,"144(29.0, 167.0]2",2,0,0,0,1,0,0,1,0,2,Low-Value
2115,184,3,475.28000000000003,174,26,1,3,3,"(167.0, 277.0]",3,"133(167.0, 277.0]3",3,1,3,0,1,0,0,1,0,2,Low-Value
2116,25,3,345.46,280,20,4,3,2,"(277.0, 373.0]",2,"432(277.0, 373.0]2",1,3,1,0,3,0,0,2,0,5,Low-Value
2117,10,3,2614.7400000000002,79,34,5,3,5,"(29.0, 167.0]",3,"535(29.0, 167.0]3",0,2,2,0,3,0,0,1,0,4,Low-Value
2118,11,1,246.3,0,14,5,1,2,"(-0.001, 29.0]",2,"512(-0.001, 29.0]2",0,2,2,0,3,0,0,0,0,3,Low-Value
2119,33,5,2328.9700000000003,262,58,4,4,5,"(167.0, 277.0]",4,"445(167.0, 277.0]4",1,3,1,0,3,0,0,2,0,5,Low-Value
2120,46,3,4932.2,68,257,3,3,5,"(29.0, 167.0]",5,"335(29.0, 167.0]5",0,2,2,0,3,0,0,1,2,6,Mid-Value
2121,26,3,948.05,35,156,4,3,4,"(29.0, 167.0]",5,"434(29.0, 167.0]5",0,2,2,0,3,0,0,0,1,4,Low-Value
2122,358,1,351.3,0,25,1,1,2,"(-0.001, 29.0]",2,"112(-0.001, 29.0]2",2,0,0,0,0,0,0,0,0,0,Low-Value
2123,10,1,220.85,0,34,5,1,1,"(-0.001, 29.0]",3,"511(-0.001, 29.0]3",0,2,2,0,3,0,0,0,0,3,Low-Value
2124,44,2,1612.69,160,66,3,3,4,"(29.0, 167.0]",4,"334(29.0, 167.0]4",3,1,3,0,3,0,0,1,0,4,Low-Value
2125,15,3,965.61,253,6,4,3,4,"(167.0, 277.0]",1,"434(167.0, 277.0]1",1,3,1,0,3,0,0,2,0,5,Low-Value
2126,150,1,610.01,0,42,2,1,3,"(-0.001, 29.0]",3,"213(-0.001, 29.0]3",0,2,0,0,1,0,0,0,0,1,Low-Value
2127,1,8,2711.56,301,70,5,5,5,"(277.0, 373.0]",4,"555(277.0, 373.0]4",1,3,1,0,3,1,0,3,1,8,High-Value
2128,113,4,2207.4,206,8,2,4,5,"(167.0, 277.0]",1,"245(167.0, 277.0]1",3,1,3,0,2,0,0,2,0,4,Low-Value
2129,76,3,884.14,258,94,2,3,3,"(167.0, 277.0]",5,"233(167.0, 277.0]5",3,1,1,0,2,0,0,2,1,5,Low-Value
2130,107,2,699.08,139,116,2,3,3,"(29.0, 167.0]",5,"233(29.0, 167.0]5",3,1,3,0,2,0,0,1,1,4,Low-Value
2131,46,3,1063.95,63,61,3,3,4,"(29.0, 167.0]",4,"334(29.0, 167.0]4",0,2,2,0,3,0,0,0,0,3,Low-Value
2132,143,1,451.42,0,1,2,1,2,"(-0.001, 29.0]",1,"212(-0.001, 29.0]1",0,2,2,0,1,0,0,0,0,1,Low-Value
2133,51,1,415.82000000000005,0,8,3,1,2,"(-0.001, 29.0]",1,"312(-0.001, 29.0]1",0,2,2,0,2,0,0,0,0,2,Low-Value
2134,1,13,4206.39,198,170,5,5,5,"(167.0, 277.0]",5,"555(167.0, 277.0]5",3,1,3,0,3,1,0,2,1,7,Mid-Value
2135,23,17,5528.4800000000005,341,220,4,5,5,"(277.0, 373.0]",5,"455(277.0, 373.0]5",1,3,1,0,3,1,0,3,2,9,High-Value
2136,46,3,784.58,230,24,3,3,3,"(167.0, 277.0]",2,"333(167.0, 277.0]2",3,1,1,0,3,0,0,2,0,5,Low-Value
2137,50,3,903.9,26,48,3,3,4,"(-0.001, 29.0]",4,"334(-0.001, 29.0]4",0,2,2,0,2,0,0,0,0,2,Low-Value
2138,306,4,3734.9700000000003,63,142,1,4,5,"(29.0, 167.0]",5,"145(29.0, 167.0]5",2,0,0,0,0,0,0,0,1,1,Low-Value
2139,36,5,515.77,266,31,3,4,3,"(167.0, 277.0]",3,"343(167.0, 277.0]3",1,3,1,0,3,0,0,2,0,5,Low-Value
2140,79,4,1391.98,218,66,2,4,4,"(167.0, 277.0]",4,"244(167.0, 277.0]4",3,1,1,0,2,0,0,2,0,4,Low-Value
2141,22,6,2218.62,343,117,4,5,5,"(277.0, 373.0]",5,"455(277.0, 373.0]5",1,3,1,0,3,1,0,3,1,8,High-Value
2142,107,5,1801.14,210,36,2,4,4,"(167.0, 277.0]",3,"244(167.0, 277.0]3",3,1,3,0,2,0,0,2,0,4,Low-Value
2143,208,2,1303.9099999999999,31,40,1,3,4,"(29.0, 167.0]",3,"134(29.0, 167.0]3",2,0,0,0,1,0,0,0,0,1,Low-Value
2144,17,4,1945.33,33,63,4,4,4,"(29.0, 167.0]",4,"444(29.0, 167.0]4",0,2,2,0,3,0,0,0,0,3,Low-Value
2145,64,5,2100.6,196,33,3,4,5,"(167.0, 277.0]",3,"345(167.0, 277.0]3",3,1,3,0,2,0,0,2,0,4,Low-Value
2146,49,4,1905.45,227,96,3,4,4,"(167.0, 277.0]",5,"344(167.0, 277.0]5",3,1,1,0,2,0,0,2,1,5,Low-Value
2147,320,1,206.98,0,17,1,1,1,"(-0.001, 29.0]",2,"111(-0.001, 29.0]2",2,0,0,0,0,0,0,0,0,0,Low-Value
2148,44,2,570.96,17,57,3,3,3,"(-0.001, 29.0]",4,"333(-0.001, 29.0]4",0,2,2,0,3,0,0,0,0,3,Low-Value
2149,3,2,885.47,356,28,5,3,3,"(277.0, 373.0]",3,"533(277.0, 373.0]3",1,3,1,0,3,0,0,3,0,6,Mid-Value
2150,372,1,15.0,0,1,1,1,1,"(-0.001, 29.0]",1,"111(-0.001, 29.0]1",2,0,0,0,0,0,0,0,0,0,Low-Value
2151,172,1,532.94,0,20,2,1,3,"(-0.001, 29.0]",2,"213(-0.001, 29.0]2",2,0,0,0,1,0,0,0,0,1,Low-Value
2152,56,3,1654.31,154,64,3,3,4,"(29.0, 167.0]",4,"334(29.0, 167.0]4",3,1,3,0,2,0,0,1,0,3,Low-Value
2153,73,14,1836.0900000000001,299,72,2,5,4,"(277.0, 373.0]",4,"254(277.0, 373.0]4",1,3,1,0,2,1,0,3,1,7,Mid-Value
2154,99,2,636.14,41,44,2,3,3,"(29.0, 167.0]",3,"233(29.0, 167.0]3",0,2,2,0,2,0,0,0,0,2,Low-Value
2155,38,1,576.0,0,39,3,1,3,"(-0.001, 29.0]",3,"313(-0.001, 29.0]3",0,2,2,0,3,0,0,0,0,3,Low-Value
